base_addr=0x00004000 byte_count=112
idx addr byte ascii
0 0x00004000 33 3
1 0x00004001 b2 .
2 0x00004002 0f .
3 0x00004003 8e .
4 0x00004004 90 .
5 0x00004005 80 .
6 0x00004006 a9 .
7 0x00004007 af .
8 0x00004008 12 .
9 0x00004009 4a J
10 0x0000400a 42 B
11 0x0000400b a2 .
12 0x0000400c 79 y
13 0x0000400d d8 .
14 0x0000400e 29 )
15 0x0000400f 32 2
16 0x00004010 0b .
17 0x00004011 4c L
18 0x00004012 0e .
19 0x00004013 ed .
20 0x00004014 6b k
21 0x00004015 08 .
22 0x00004016 24 $
23 0x00004017 18 .
24 0x00004018 a7 .
25 0x00004019 68 h
26 0x0000401a 12 .
27 0x0000401b 52 R
28 0x0000401c df .
29 0x0000401d 98 .
30 0x0000401e 23 #
31 0x0000401f 2f /
32 0x00004020 8b .
33 0x00004021 2d -
34 0x00004022 37 7
35 0x00004023 87 .
36 0x00004024 19 .
37 0x00004025 2f /
38 0x00004026 ca .
39 0x00004027 ef .
40 0x00004028 42 B
41 0x00004029 17 .
42 0x0000402a 70 p
43 0x0000402b c5 .
44 0x0000402c 6d m
45 0x0000402d 96 .
46 0x0000402e cb .
47 0x0000402f 6e n
48 0x00004030 50 P
49 0x00004031 56 V
50 0x00004032 d7 .
51 0x00004033 6e n
52 0x00004034 e7 .
53 0x00004035 7f .
54 0x00004036 de .
55 0x00004037 de .
56 0x00004038 6e n
57 0x00004039 69 i
58 0x0000403a b6 .
59 0x0000403b e8 .
60 0x0000403c b8 .
61 0x0000403d 34 4
62 0x0000403e ed .
63 0x0000403f ef .
64 0x00004040 e2 .
65 0x00004041 70 p
66 0x00004042 a7 .
67 0x00004043 1d .
68 0x00004044 18 .
69 0x00004045 e2 .
70 0x00004046 a9 .
71 0x00004047 e6 .
72 0x00004048 27 '
73 0x00004049 41 A
74 0x0000404a b1 .
75 0x0000404b 0e .
76 0x0000404c 77 w
77 0x0000404d 23 #
78 0x0000404e f5 .
79 0x0000404f b2 .
80 0x00004050 10 .
81 0x00004051 ad .
82 0x00004052 07 .
83 0x00004053 be .
84 0x00004054 02 .
85 0x00004055 7f .
86 0x00004056 1c .
87 0x00004057 9d .
88 0x00004058 0a .
89 0x00004059 12 .
90 0x0000405a 4a J
91 0x0000405b 78 x
92 0x0000405c c6 .
93 0x0000405d 11 .
94 0x0000405e 69 i
95 0x0000405f 10 .
96 0x00004060 f7 .
97 0x00004061 b9 .
98 0x00004062 e2 .
99 0x00004063 94 .
100 0x00004064 f2 .
101 0x00004065 c8 .
102 0x00004066 f9 .
103 0x00004067 3c <
104 0x00004068 3f ?
105 0x00004069 e0 .
106 0x0000406a ff .
107 0x0000406b aa .
108 0x0000406c 01 .
109 0x0000406d 42 B
110 0x0000406e 63 c
111 0x0000406f 83 .
