base_addr=0x00002000 byte_count=6000
idx addr byte ascii
0 0x00002000 73 s
1 0x00002001 61 a
2 0x00002002 6d m
3 0x00002003 70 p
4 0x00002004 6c l
5 0x00002005 65 e
6 0x00002006 5f _
7 0x00002007 69 i
8 0x00002008 6e n
9 0x00002009 64 d
10 0x0000200a 65 e
11 0x0000200b 78 x
12 0x0000200c 2c ,
13 0x0000200d 74 t
14 0x0000200e 69 i
15 0x0000200f 6d m
16 0x00002010 65 e
17 0x00002011 5f _
18 0x00002012 73 s
19 0x00002013 65 e
20 0x00002014 63 c
21 0x00002015 2c ,
22 0x00002016 65 e
23 0x00002017 63 c
24 0x00002018 67 g
25 0x00002019 5f _
26 0x0000201a 6d m
27 0x0000201b 76 v
28 0x0000201c 0a .
29 0x0000201d 30 0
30 0x0000201e 2c ,
31 0x0000201f 30 0
32 0x00002020 2e .
33 0x00002021 30 0
34 0x00002022 2c ,
35 0x00002023 30 0
36 0x00002024 2e .
37 0x00002025 30 0
38 0x00002026 33 3
39 0x00002027 39 9
40 0x00002028 36 6
41 0x00002029 36 6
42 0x0000202a 38 8
43 0x0000202b 39 9
44 0x0000202c 32 2
45 0x0000202d 37 7
46 0x0000202e 34 4
47 0x0000202f 33 3
48 0x00002030 39 9
49 0x00002031 35 5
50 0x00002032 33 3
51 0x00002033 32 2
52 0x00002034 37 7
53 0x00002035 31 1
54 0x00002036 35 5
55 0x00002037 0a .
56 0x00002038 31 1
57 0x00002039 2c ,
58 0x0000203a 30 0
59 0x0000203b 2e .
60 0x0000203c 30 0
61 0x0000203d 30 0
62 0x0000203e 32 2
63 0x0000203f 37 7
64 0x00002040 37 7
65 0x00002041 37 7
66 0x00002042 37 7
67 0x00002043 37 7
68 0x00002044 37 7
69 0x00002045 37 7
70 0x00002046 37 7
71 0x00002047 37 7
72 0x00002048 37 7
73 0x00002049 37 7
74 0x0000204a 37 7
75 0x0000204b 37 7
76 0x0000204c 37 7
77 0x0000204d 38 8
78 0x0000204e 2c ,
79 0x0000204f 30 0
80 0x00002050 2e .
81 0x00002051 30 0
82 0x00002052 31 1
83 0x00002053 33 3
84 0x00002054 34 4
85 0x00002055 36 6
86 0x00002056 30 0
87 0x00002057 35 5
88 0x00002058 30 0
89 0x00002059 37 7
90 0x0000205a 39 9
91 0x0000205b 39 9
92 0x0000205c 37 7
93 0x0000205d 36 6
94 0x0000205e 34 4
95 0x0000205f 30 0
96 0x00002060 36 6
97 0x00002061 31 1
98 0x00002062 0a .
99 0x00002063 32 2
100 0x00002064 2c ,
101 0x00002065 30 0
102 0x00002066 2e .
103 0x00002067 30 0
104 0x00002068 30 0
105 0x00002069 35 5
106 0x0000206a 35 5
107 0x0000206b 35 5
108 0x0000206c 35 5
109 0x0000206d 35 5
110 0x0000206e 35 5
111 0x0000206f 35 5
112 0x00002070 35 5
113 0x00002071 35 5
114 0x00002072 35 5
115 0x00002073 35 5
116 0x00002074 35 5
117 0x00002075 35 5
118 0x00002076 35 5
119 0x00002077 35 5
120 0x00002078 36 6
121 0x00002079 2c ,
122 0x0000207a 30 0
123 0x0000207b 2e .
124 0x0000207c 30 0
125 0x0000207d 33 3
126 0x0000207e 33 3
127 0x0000207f 31 1
128 0x00002080 37 7
129 0x00002081 34 4
130 0x00002082 34 4
131 0x00002083 35 5
132 0x00002084 31 1
133 0x00002085 33 3
134 0x00002086 30 0
135 0x00002087 37 7
136 0x00002088 37 7
137 0x00002089 37 7
138 0x0000208a 31 1
139 0x0000208b 37 7
140 0x0000208c 34 4
141 0x0000208d 0a .
142 0x0000208e 33 3
143 0x0000208f 2c ,
144 0x00002090 30 0
145 0x00002091 2e .
146 0x00002092 30 0
147 0x00002093 30 0
148 0x00002094 38 8
149 0x00002095 33 3
150 0x00002096 33 3
151 0x00002097 33 3
152 0x00002098 33 3
153 0x00002099 33 3
154 0x0000209a 33 3
155 0x0000209b 33 3
156 0x0000209c 33 3
157 0x0000209d 33 3
158 0x0000209e 33 3
159 0x0000209f 33 3
160 0x000020a0 33 3
161 0x000020a1 33 3
162 0x000020a2 33 3
163 0x000020a3 33 3
164 0x000020a4 2c ,
165 0x000020a5 2d -
166 0x000020a6 30 0
167 0x000020a7 2e .
168 0x000020a8 30 0
169 0x000020a9 33 3
170 0x000020aa 38 8
171 0x000020ab 35 5
172 0x000020ac 37 7
173 0x000020ad 36 6
174 0x000020ae 33 3
175 0x000020af 30 0
176 0x000020b0 38 8
177 0x000020b1 33 3
178 0x000020b2 31 1
179 0x000020b3 33 3
180 0x000020b4 38 8
181 0x000020b5 32 2
182 0x000020b6 38 8
183 0x000020b7 39 9
184 0x000020b8 36 6
185 0x000020b9 36 6
186 0x000020ba 0a .
187 0x000020bb 34 4
188 0x000020bc 2c ,
189 0x000020bd 30 0
190 0x000020be 2e .
191 0x000020bf 30 0
192 0x000020c0 31 1
193 0x000020c1 31 1
194 0x000020c2 31 1
195 0x000020c3 31 1
196 0x000020c4 31 1
197 0x000020c5 31 1
198 0x000020c6 31 1
199 0x000020c7 31 1
200 0x000020c8 31 1
201 0x000020c9 31 1
202 0x000020ca 31 1
203 0x000020cb 31 1
204 0x000020cc 31 1
205 0x000020cd 31 1
206 0x000020ce 31 1
207 0x000020cf 31 1
208 0x000020d0 32 2
209 0x000020d1 2c ,
210 0x000020d2 2d -
211 0x000020d3 30 0
212 0x000020d4 2e .
213 0x000020d5 30 0
214 0x000020d6 32 2
215 0x000020d7 35 5
216 0x000020d8 38 8
217 0x000020d9 32 2
218 0x000020da 36 6
219 0x000020db 32 2
220 0x000020dc 33 3
221 0x000020dd 34 4
222 0x000020de 31 1
223 0x000020df 30 0
224 0x000020e0 38 8
225 0x000020e1 31 1
226 0x000020e2 34 4
227 0x000020e3 33 3
228 0x000020e4 39 9
229 0x000020e5 37 7
230 0x000020e6 0a .
231 0x000020e7 35 5
232 0x000020e8 2c ,
233 0x000020e9 30 0
234 0x000020ea 2e .
235 0x000020eb 30 0
236 0x000020ec 31 1
237 0x000020ed 33 3
238 0x000020ee 38 8
239 0x000020ef 38 8
240 0x000020f0 38 8
241 0x000020f1 38 8
242 0x000020f2 38 8
243 0x000020f3 38 8
244 0x000020f4 38 8
245 0x000020f5 38 8
246 0x000020f6 38 8
247 0x000020f7 38 8
248 0x000020f8 38 8
249 0x000020f9 38 8
250 0x000020fa 38 8
251 0x000020fb 38 8
252 0x000020fc 38 8
253 0x000020fd 2c ,
254 0x000020fe 30 0
255 0x000020ff 2e .
256 0x00002100 30 0
257 0x00002101 31 1
258 0x00002102 35 5
259 0x00002103 31 1
260 0x00002104 33 3
261 0x00002105 32 2
262 0x00002106 38 8
263 0x00002107 35 5
264 0x00002108 33 3
265 0x00002109 36 6
266 0x0000210a 35 5
267 0x0000210b 30 0
268 0x0000210c 36 6
269 0x0000210d 31 1
270 0x0000210e 38 8
271 0x0000210f 30 0
272 0x00002110 30 0
273 0x00002111 32 2
274 0x00002112 0a .
275 0x00002113 36 6
276 0x00002114 2c ,
277 0x00002115 30 0
278 0x00002116 2e .
279 0x00002117 30 0
280 0x00002118 31 1
281 0x00002119 36 6
282 0x0000211a 36 6
283 0x0000211b 36 6
284 0x0000211c 36 6
285 0x0000211d 36 6
286 0x0000211e 36 6
287 0x0000211f 36 6
288 0x00002120 36 6
289 0x00002121 36 6
290 0x00002122 36 6
291 0x00002123 36 6
292 0x00002124 36 6
293 0x00002125 36 6
294 0x00002126 36 6
295 0x00002127 36 6
296 0x00002128 36 6
297 0x00002129 2c ,
298 0x0000212a 2d -
299 0x0000212b 30 0
300 0x0000212c 2e .
301 0x0000212d 30 0
302 0x0000212e 31 1
303 0x0000212f 36 6
304 0x00002130 34 4
305 0x00002131 33 3
306 0x00002132 33 3
307 0x00002133 36 6
308 0x00002134 35 5
309 0x00002135 37 7
310 0x00002136 30 0
311 0x00002137 34 4
312 0x00002138 31 1
313 0x00002139 31 1
314 0x0000213a 36 6
315 0x0000213b 39 9
316 0x0000213c 0a .
317 0x0000213d 37 7
318 0x0000213e 2c ,
319 0x0000213f 30 0
320 0x00002140 2e .
321 0x00002141 30 0
322 0x00002142 31 1
323 0x00002143 39 9
324 0x00002144 34 4
325 0x00002145 34 4
326 0x00002146 34 4
327 0x00002147 34 4
