sample_index,time_sec,ecg_mv
0,0.0,0.039668927439532715
1,0.002777777777777778,0.01346050799764061
2,0.005555555555555556,0.03317445130777174
3,0.008333333333333333,-0.038576308313828966
4,0.011111111111111112,-0.02582623410814397
5,0.013888888888888888,0.015132853650618002
6,0.016666666666666666,-0.016433657041169
7,0.019444444444444445,-0.0075845799892766685
8,0.022222222222222223,-0.00035670487051219467
9,0.025,0.06436388547303219
10,0.027777777777777776,-0.027132593844609046
11,0.030555555555555555,0.03940739162476595
12,0.03333333333333333,-0.029060300253453235
13,0.03611111111111111,0.009613833591794779
14,0.03888888888888889,0.042877231653400606
15,0.041666666666666664,-0.07123271393256003
16,0.044444444444444446,-0.010378800378185102
17,0.04722222222222222,0.023368504004472143
18,0.05,0.07857329107207571
19,0.05277777777777778,0.029307649790085665
20,0.05555555555555555,-0.016293713852557127
21,0.058333333333333334,-0.018614224026686867
22,0.06111111111111111,0.028605503031327535
23,0.06388888888888888,-0.0006931950761182928
24,0.06666666666666667,0.013681491913946568
25,0.06944444444444445,0.02421855067109378
26,0.07222222222222222,0.040930304446118546
27,0.075,0.033359875789221616
28,0.07777777777777778,0.05488425024765845
29,0.08055555555555556,0.01698549120084409
30,0.08333333333333333,0.0037618227754692285
31,0.08611111111111111,0.015451752358667905
32,0.08888888888888889,-0.002047292723696397
33,0.09166666666666666,0.027939774977028188
34,0.09444444444444444,0.03318540465490198
35,0.09722222222222222,-0.00044117237928460035
36,0.1,0.030463975701042326
37,0.10277777777777777,0.1349338901318897
38,0.10555555555555556,0.14330526600817858
39,0.10833333333333334,0.15228462564686168
40,0.1111111111111111,0.18729975996069104
41,0.11388888888888889,0.10087055657325852
42,0.11666666666666667,0.07035919163266971
43,0.11944444444444445,-2.890602928927455e-05
44,0.12222222222222222,0.07032293763184819
45,0.125,0.04245191993903941
46,0.12777777777777777,0.036558790811751694
47,0.13055555555555556,0.027941847118573396
48,0.13333333333333333,0.03516522622757358
49,0.1361111111111111,0.05437129565508412
50,0.1388888888888889,0.02955104878462273
51,0.14166666666666666,0.04642966192253182
52,0.14444444444444443,0.007071189016689926
53,0.14722222222222223,0.04858922943507998
54,0.15,0.05700671010740804
55,0.1527777777777778,0.06519204488816777
56,0.15555555555555556,0.03276666794061166
57,0.15833333333333333,0.03803912682838523
58,0.16111111111111112,0.007514214920468006
59,0.1638888888888889,0.09118054177438567
60,0.16666666666666666,0.009259880971875856
61,0.16944444444444445,0.011968445517305713
62,0.17222222222222222,0.05761984284109881
63,0.175,0.07234863070910152
64,0.17777777777777778,-0.012937958718153085
65,0.18055555555555555,0.003525784455337598
66,0.18333333333333332,0.01547335880830869
67,0.18611111111111112,0.00906937290675567
68,0.18888888888888888,0.010254161604755133
69,0.19166666666666668,0.028195687137577998
70,0.19444444444444445,0.038755504771949126
71,0.19722222222222222,0.04673004634448331
72,0.2,-0.013983717426915343
73,0.20277777777777778,0.04057793631432584
74,0.20555555555555555,0.05371619224409426
75,0.20833333333333334,0.058795891988101034
76,0.2111111111111111,-0.08450893627413913
77,0.21388888888888888,-0.19261585391846459
78,0.21666666666666667,-0.012063365991996172
79,0.21944444444444444,0.05609536497641833
80,0.2222222222222222,0.023933645880954344
81,0.225,0.27933966270037125
82,0.22777777777777777,0.7686915606734358
83,0.23055555555555557,1.1521126264342112
84,0.23333333333333334,1.201273547583617
85,0.2361111111111111,0.7949448101003728
86,0.2388888888888889,0.3230976480558434
87,0.24166666666666667,0.04488318443993362
88,0.24444444444444444,0.006562931598139754
89,0.24722222222222223,0.028718410923552692
90,0.25,-0.19356467885831632
91,0.25277777777777777,-0.33638144355634036
92,0.25555555555555554,-0.20782663908052967
93,0.25833333333333336,-0.052844132280647896
94,0.2611111111111111,0.058196710898750705
95,0.2638888888888889,0.09825645213391027
96,0.26666666666666666,0.04993688804262399
97,0.26944444444444443,0.04517215745090935
98,0.2722222222222222,0.06922665470788444
99,0.275,0.04027525298814509
100,0.2777777777777778,0.07510659959043293
101,0.28055555555555556,0.013894477303282741
102,0.2833333333333333,0.013036447562232406
103,0.2861111111111111,0.07903007618551561
104,0.28888888888888886,0.06614056138096486
105,0.2916666666666667,0.04062904585062815
106,0.29444444444444445,0.08161492362617556
107,0.2972222222222222,0.05117022731694886
108,0.3,0.030085718056362697
109,0.30277777777777776,0.015130788759358811
110,0.3055555555555556,0.0010430912979197057
111,0.30833333333333335,0.06369155777070733
112,0.3111111111111111,0.03942580632785406
113,0.3138888888888889,0.04607989203698055
114,0.31666666666666665,0.04777708754464391
115,0.3194444444444444,0.049339194822803495
116,0.32222222222222224,0.04918375262063533
117,0.325,0.014591163562063723
118,0.3277777777777778,-0.002710694176071643
119,0.33055555555555555,0.045278975067777096
120,0.3333333333333333,0.0884138410011019
121,0.33611111111111114,0.04725677213472465
122,0.3388888888888889,0.030344577988896122
123,0.3416666666666667,0.01693798211847122
124,0.34444444444444444,0.055381883922164594
125,0.3472222222222222,0.014633647336326615
126,0.35,0.02916654524645579
127,0.3527777777777778,0.12104463172307765
128,0.35555555555555557,0.03910469653291981
129,0.35833333333333334,0.011812639156424637
130,0.3611111111111111,0.08123234897436041
131,0.3638888888888889,0.08185762645303021
132,0.36666666666666664,0.021238087051922774
133,0.36944444444444446,0.07295279347120617
134,0.37222222222222223,0.10623607559470952
135,0.375,0.08450187583643706
136,0.37777777777777777,0.11286131067749139
137,0.38055555555555554,0.14893622259797326
138,0.38333333333333336,0.13653111278299734
139,0.3861111111111111,0.16365214857209667
140,0.3888888888888889,0.20495463768593922
141,0.39166666666666666,0.2604146012442272
142,0
