sample_index,time_sec,ecg_mv
0,0.0,0.039668927439532715
1,0.002777777777777778,0.01346050799764061
2,0.005555555555555556,0.03317445130777174
3,0.008333333333333333,-0.038576308313828966
4,0.011111111111111112,-0.02582623410814397
5,0.013888888888888888,0.015132853650618002
6,0.016666666666666666,-0.016433657041169
7,0.019444444444444445,-0.0075845799892766685
8,0.022222222222222223,-0.00035670487051219467
9,0.025,0.06436388547303219
10,0.027777777777777776,-0.027132593844609046
11,0.030555555555555555,0.03940739162476595
12,0.03333333333333333,-0.029060300253453235
13,0.03611111111111111,0.009613833591794779
14,0.03888888888888889,0.042877231653400606
15,0.041666666666666664,-0.07123271393256003
16,0.044444444444444446,-0.010378800378185102
17,0.04722222222222222,0.023368504004472143
18,0.05,0.07857329107207571
19,0.05277777777777778,0.029307649790085665
20,0.05555555555555555,-0.016293713852557127
21,0.058333333333333334,-0.018614224026686867
22,0.06111111111111111,0.028605503031327535
23,0.06388888888888888,-0.0006931950761182928
24,0.06666666666666667,0.013681491913946568
25,0.06944444444444445,0.02421855067109378
26,0.07222222222222222,0.040930304446118546
27,0.075,0.033359875789221616
28,0.07777777777777778,0.05488425024765845
29,0.08055555555555556,0.01698549120084409
30,0.08333333333333333,0.0037618227754692285
31,0.08611111111111111,0.015451752358667905
32,0.08888888888888889,-0.002047292723696397
33,0.09166666666666666,0.027939774977028188
34,0.09444444444444444,0.03318540465490198
35,0.09722222222222222,-0.00044117237928460035
36,0.1,0.030463975701042326
37,0.10277777777777777,0.1349338901318897
38,0.10555555555555556,0.14330526600817858
39,0.10833333333333334,0.15228462564686168
40,0.1111111111111111,0.18729975996069104
41,0.11388888888888889,0.10087055657325852
42,0.11666666666666667,0.07035919163266971
43,0.11944444444444445,-2.890602928927455e-05
44,0.12222222222222222,0.07032293763184819
45,0.125,0.04245191993903941
46,0.12777777777777777,0.036558790811751694
47,0.13055555555555556,0.027941847118573396
48,0.13333333333333333,0.03516522622757358
49,0.1361111111111111,0.05437129565508412
50,0.1388888888888889,0.02955104878462273
51,0.14166666666666666,0.04642966192253182
52,0.14444444444444443,0.007071189016689926
53,0.14722222222222223,0.04858922943507998
54,0.15,0.05700671010740804
55,0.1527777777777778,0.06519204488816777
56,0.15555555555555556,0.03276666794061166
57,0.15833333333333333,0.03803912682838523
58,0.16111111111111112,0.007514214920468006
59,0.1638888888888889,0.09118054177438567
60,0.16666666666666666,0.009259880971875856
61,0.16944444444444445,0.011968445517305713
62,0.17222222222222222,0.05761984284109881
63,0.175,0.07234863070910152
64,0.17777777777777778,-0.012937958718153085
65,0.18055555555555555,0.003525784455337598
66,0.18333333333333332,0.01547335880830869
67,0.18611111111111112,0.00906937290675567
68,0.18888888888888888,0.010254161604755133
69,0.19166666666666668,0.028195687137577998
70,0.19444444444444445,0.038755504771949126
71,0.19722222222222222,0.04673004634448331
72,0.2,-0.013983717426915343
73,0.20277777777777778,0.04057793631432584
74,0.20555555555555555,0.05371619224409426
75,0.20833333333333334,0.058795891988101034
76,0.2111111111111111,-0.08450893627413913
77,0.21388888888888888,-0.19261585391846459
78,0.21666666666666667,-0.012063365991996172
79,0.21944444444444444,0.05609536497641833
80,0.2222222222222222,0.023933645880954344
81,0.225,0.27933966270037125
82,0.22777777777777777,0.7686915606734358
83,0.23055555555555557,1.1521126264342112
84,0.23333333333333334,1.201273547583617
85,0.2361111111111111,0.7949448101003728
86,0.2388888888888889,0.3230976480558434
87,0.24166666666666667,0.04488318443993362
88,0.24444444444444444,0.006562931598139754
89,0.24722222222222223,0.028718410923552692
90,0.25,-0.19356467885831632
91,0.25277777777777777,-0.33638144355634036
92,0.25555555555555554,-0.20782663908052967
93,0.25833333333333336,-0.052844132280647896
94,0.2611111111111111,0.058196710898750705
95,0.2638888888888889,0.09825645213391027
96,0.26666666666666666,0.04993688804262399
97,0.26944444444444443,0.04517215745090935
98,0.2722222222222222,0.06922665470788444
99,0.275,0.04027525298814509
100,0.2777777777777778,0.07510659959043293
101,0.28055555555555556,0.013894477303282741
102,0.2833333333333333,0.013036447562232406
103,0.2861111111111111,0.07903007618551561
104,0.28888888888888886,0.06614056138096486
105,0.2916666666666667,0.04062904585062815
106,0.29444444444444445,0.08161492362617556
107,0.2972222222222222,0.05117022731694886
108,0.3,0.030085718056362697
109,0.30277777777777776,0.015130788759358811
110,0.3055555555555556,0.0010430912979197057
111,0.30833333333333335,0.06369155777070733
112,0.3111111111111111,0.03942580632785406
113,0.3138888888888889,0.04607989203698055
114,0.31666666666666665,0.04777708754464391
115,0.3194444444444444,0.049339194822803495
116,0.32222222222222224,0.04918375262063533
117,0.325,0.014591163562063723
118,0.3277777777777778,-0.002710694176071643
119,0.33055555555555555,0.045278975067777096
120,0.3333333333333333,0.0884138410011019
121,0.33611111111111114,0.04725677213472465
122,0.3388888888888889,0.030344577988896122
123,0.3416666666666667,0.01693798211847122
124,0.34444444444444444,0.055381883922164594
125,0.3472222222222222,0.014633647336326615
126,0.35,0.02916654524645579
127,0.3527777777777778,0.12104463172307765
128,0.35555555555555557,0.03910469653291981
129,0.35833333333333334,0.011812639156424637
130,0.3611111111111111,0.08123234897436041
131,0.3638888888888889,0.08185762645303021
132,0.36666666666666664,0.021238087051922774
133,0.36944444444444446,0.07295279347120617
134,0.37222222222222223,0.10623607559470952
135,0.375,0.08450187583643706
136,0.37777777777777777,0.11286131067749139
137,0.38055555555555554,0.14893622259797326
138,0.38333333333333336,0.13653111278299734
139,0.3861111111111111,0.16365214857209667
140,0.3888888888888889,0.20495463768593922
141,0.39166666666666666,0.2604146012442272
142,0.39444444444444443,0.28682948108444606
143,0.3972222222222222,0.3099209690524098
144,0.4,0.3307852256887155
145,0.4027777777777778,0.31703658031642346
146,0.40555555555555556,0.3596335900063349
147,0.4083333333333333,0.36302773953513484
148,0.4111111111111111,0.3450527242439268
149,0.41388888888888886,0.4170338546586546
150,0.4166666666666667,0.39389581014012653
151,0.41944444444444445,0.39434816193725997
152,0.4222222222222222,0.3542837736785596
153,0.425,0.37019676534551765
154,0.42777777777777776,0.35566770073644843
155,0.4305555555555556,0.2664499625043534
156,0.43333333333333335,0.27905184201340305
157,0.4361111111111111,0.2278079602277216
158,0.4388888888888889,0.2254931276999841
159,0.44166666666666665,0.23165393280934526
160,0.4444444444444444,0.12604645188670363
161,0.44722222222222224,0.1318686217244175
162,0.45,0.1263685552889972
163,0.4527777777777778,0.07531047876464703
164,0.45555555555555555,0.05945318060985233
165,0.4583333333333333,0.023718564882934175
166,0.46111111111111114,0.10735919823867279
167,0.4638888888888889,0.010571747850235456
168,0.4666666666666667,-0.021518388605698265
169,0.46944444444444444,-0.04405610409528195
170,0.4722222222222222,-0.013767322205227745
171,0.475,0.07263806173356933
172,0.4777777777777778,0.0028492947695963116
173,0.48055555555555557,-0.013152129832876154
174,0.48333333333333334,0.0010679589029656024
175,0.4861111111111111,-0.0344349771503958
176,0.4888888888888889,0.036018650157881964
177,0.49166666666666664,0.07136156701242402
178,0.49444444444444446,0.0029495323560326117
179,0.49722222222222223,0.01899579450490899
180,0.5,-0.056199164262843396
181,0.5027777777777778,0.00430048866162695
182,0.5055555555555555,-0.02416831749611495
183,0.5083333333333333,0.017132184033364174
184,0.5111111111111111,0.00941684813124365
185,0.5138888888888888,-0.01753365525116938
186,0.5166666666666667,0.005223272843838957
187,0.5194444444444445,-0.002127931960441252
188,0.5222222222222223,-0.011816770578912152
189,0.525,-0.020722599550303887
190,0.5277777777777778,-0.033832022933408215
191,0.5305555555555556,0.0034271288471427516
192,0.5333333333333333,-0.02782911669216262
193,0.5361111111111111,-0.026289512738979715
194,0.5388888888888889,-0.036999091017345984
195,0.5416666666666666,-0.06501450474224306
196,0.5444444444444444,0.03312493641830852
197,0.5472222222222223,-0.05288541696595324
198,0.55,0.01639095839411103
199,0.5527777777777778,0.015515004391885738
200,0.5555555555555556,0.009463100328279156
201,0.5583333333333333,-0.06220253707103545
202,0.5611111111111111,-0.03786188327340989
203,0.5638888888888889,-0.033464347320236204
204,0.5666666666666667,-0.023169411230962614
205,0.5694444444444444,-0.033320083620964204
206,0.5722222222222222,0.0005060284269506748
207,0.575,0.004142956989468427
